AEROLANDIA;AEROPORTO;ALAGADICO;ALDEOTA;ALTO DA BALANCA;ALVARO WEYNE;AMADEU FURTADO;ANCURI;ANTONIO BEZERRA;ARRAIAL MOURA BRASIL;AUTRAN NUNES;BARRA DO CEARA;BARROSO;BELA VISTA;BENFICA;BOM FUTURO;BOM JARDIM;BONSUCESSO;CAIS DO PORTO;CAJAZEIRAS;CAMBEBA;CANINDEZINHO;CARLITO PAMPLONA;CASTELAO;CENTRO;CIDADE 2000;CIDADE DOS FUNCIONARIOS;COACU;COCO;CONJUNTO CEARA I;CONJUNTO CEARA II;CONJUNTO ESPERANCA;CONJUNTO PALMEIRAS;COUTO FERNANDES;CRISTO REDENTOR;CURIO;DAMAS;DE LOURDES;DEMOCRITO ROCHA;DENDE;DIAS MACEDO;DIONISIO TORRES;DOM LUSTOSA;EDSON QUEIROZ;ENGENHEIRO LUCIANO CAVALCANTE;FARIAS BRITO;FATIMA;FLORESTA;GENIBAU;GENTILANDIA;GRANJA LISBOA;GRANJA PORTUGAL;GUAJERU;GUARARAPES;HENRIQUE JORGE;ITAOCA;ITAPERI;JACARECANGA;JANGURUSSU;JARDIM AMERICA;JARDIM CEARENSE;JARDIM DAS OLIVEIRAS;JARDIM GUANABARA;JARDIM IRACEMA;JOAO XXIII;JOAQUIM TAVORA;JOQUEI CLUB;JOSE BONIFACIO;JOSE DE ALENCAR;LAGOA REDONDA;LAGOA SAPIRANGA;MANOEL SATIRO;MANUEL DIAS BRANCO;MARAPONGA;MATA GALINHA;MEIRELES;MESSEJANA;MONDUBIM;MONTE CASTELO;MONTESE;MUCURIPE;PADRE ANDRADE;PAN-AMERICANO;PAPICU;PARANGABA;PARQUE ARAXA;PARQUE DOIS IRMAOS;PARQUE IRACEMA;PARQUE MANIBURA;PARQUE PRESIDENTE VARGAS;PARQUE SANTA ROSA;PARQUE SAO JOSE;PARQUELANDIA;PARREAO;PASSARE;PAUPINA;PEDRAS;PICI;PIRAMBU;PLANALTO AYRTON SENNA;PRAIA DE IRACEMA;PRAIA DO FUTURO I;PRAIA DO FUTURO II;PREFEITO JOSE WALTER;PRESIDENTE KENNEDY;QUINTINO CUNHA;RODOLFO TEOFILO;SABIAGUABA;SALINAS;SAO BENTO;SAO JOAO DO TAUAPE;SERRINHA;SIQUEIRA;VARJOTA;VICENTE PINZON;VILA ELLERY;VILA PERY;VILA UNIAO;VILA VELHA;DATA
0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;2020-01-22
0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;6.0;6.0;1.0;3.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;6.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;1.0;11.0;0.0;0.0;0.0;1.0;2020-01-29
0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;5.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;3.0;29.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;3.0;2.0;0.0;1.0;7.0;5.0;1.0;2.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;4.0;3.0;4.0;0.0;2.0;3.0;0.0;0.0;0.0;2.0;4.0;3.0;0.0;15.0;0.0;2.0;0.0;0.0;2020-02-05
0.0;2.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;6.0;2.0;3.0;0.0;0.0;0.0;0.0;3.0;8.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;6.0;0.0;4.0;2.0;1.0;0.0;2.0;2.0;4.0;1.0;4.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;1.0;3.0;0.0;1.0;2.0;2.0;0.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;6.0;1.0;3.0;0.0;4.0;2.0;5.0;0.0;2.0;3.0;1.0;0.0;0.0;2.0;5.0;15.0;0.0;19.0;0.0;2.0;0.0;0.0;2020-02-12
0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;5.0;1.0;0.0;3.0;0.0;0.0;1.0;2.0;6.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;0.0;1.0;5.0;0.0;3.0;0.0;2.0;1.0;1.0;0.0;2.0;0.0;2.0;1.0;5.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;2.0;2.0;2.0;3.0;2.0;1.0;0.0;1.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;4.0;4.0;0.0;3.0;2.0;0.0;1.0;1.0;4.0;4.0;2.0;0.0;2.0;1.0;0.0;0.0;4.0;7.0;13.0;0.0;12.0;0.0;2.0;0.0;0.0;2020-02-19
0.0;2.0;0.0;1.0;0.0;1.0;4.0;8.0;3.0;0.0;4.0;6.0;0.0;1.0;0.0;0.0;2.0;6.0;10.0;2.0;0.0;7.0;1.0;3.0;1.0;1.0;1.0;4.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;2.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;6.0;0.0;1.0;5.0;3.0;0.0;0.0;1.0;1.0;1.0;19.0;1.0;2.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;3.0;3.0;6.0;0.0;2.0;1.0;0.0;12.0;10.0;3.0;1.0;2.0;0.0;0.0;3.0;3.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5.0;13.0;0.0;4.0;1.0;3.0;2.0;7.0;4.0;8.0;1.0;3.0;4.0;0.0;2.0;3.0;0.0;3.0;17.0;2.0;18.0;1.0;2.0;0.0;0.0;2020-02-26
0.0;2.0;0.0;1.0;0.0;1.0;1.0;9.0;3.0;1.0;0.0;10.0;7.0;0.0;0.0;1.0;2.0;2.0;5.0;2.0;1.0;5.0;2.0;2.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;5.0;0.0;5.0;3.0;0.0;0.0;1.0;1.0;4.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;35.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;7.0;3.0;8.0;1.0;1.0;1.0;0.0;20.0;10.0;0.0;4.0;4.0;0.0;1.0;1.0;1.0;0.0;4.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;10.0;21.0;2.0;6.0;0.0;8.0;0.0;5.0;0.0;10.0;2.0;6.0;3.0;0.0;0.0;13.0;6.0;1.0;5.0;0.0;13.0;1.0;0.0;2.0;3.0;2020-03-04
0.0;1.0;0.0;1.0;0.0;1.0;1.0;12.0;2.0;0.0;3.0;9.0;7.0;0.0;0.0;0.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;9.0;0.0;2.0;2.0;0.0;0.0;1.0;4.0;1.0;0.0;2.0;5.0;4.0;1.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;2.0;3.0;50.0;0.0;1.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;4.0;8.0;5.0;3.0;1.0;4.0;0.0;1.0;20.0;6.0;1.0;5.0;1.0;0.0;2.0;1.0;5.0;0.0;7.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;7.0;30.0;3.0;8.0;2.0;1.0;0.0;0.0;5.0;4.0;2.0;5.0;3.0;0.0;1.0;19.0;4.0;7.0;9.0;0.0;17.0;1.0;1.0;1.0;2.0;2020-03-11
2.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0;1.0;0.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;32.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;3.0;10.0;4.0;0.0;2.0;0.0;0.0;10.0;4.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;5.0;0.0;2.0;0.0;1.0;0.0;2.0;2020-03-18
0.0;0.0;0.0;0.0;2.0;0.0;0.0;8.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;26.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;10.0;8.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;2.0;2020-03-25
0.0;0.0;0.0;0.0;5.0;0.0;0.0;7.0;2.0;0.0;4.0;1.0;12.0;0.0;0.0;2.0;2.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;22.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;1.0;18.0;2.0;0.0;0.0;0.0;0.0;12.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;14.0;2.0;4.0;0.0;2.0;0.0;1.0;1.0;3.0;1.0;2.0;1.0;0.0;0.0;18.0;4.0;1.0;4.0;0.0;4.0;0.0;1.0;0.0;2.0;2020-04-01
0.0;0.0;1.0;0.0;0.0;1.0;0.0;10.0;1.0;0.0;2.0;3.0;20.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;9.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;18.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;10.0;10.0;2.0;0.0;0.0;1.0;0.0;13.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;9.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;0.0;0.0;4.0;5.0;1.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;2020-04-08
0.0;2.0;2.0;1.0;4.0;3.0;0.0;11.0;3.0;1.0;1.0;7.0;18.0;0.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;3.0;4.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;4.0;0.0;28.0;0.0;4.0;1.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;15.0;0.0;0.0;2.0;1.0;0.0;4.0;4.0;3.0;2.0;0.0;2.0;0.0;1.0;6.0;0.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;11.0;5.0;0.0;3.0;3.0;2.0;0.0;0.0;1.0;4.0;2.0;4.0;1.0;0.0;1.0;12.0;3.0;3.0;1.0;0.0;11.0;0.0;1.0;2.0;3.0;2020-04-15
2.0;3.0;1.0;0.0;0.0;1.0;1.0;7.0;0.0;0.0;1.0;12.0;24.0;0.0;0.0;0.0;1.0;1.0;6.0;2.0;0.0;0.0;7.0;1.0;2.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;25.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;7.0;3.0;2.0;1.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;3.0;1.0;5.0;3.0;13.0;1.0;0.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;5.0;4.0;15.0;2.0;0.0;1.0;4.0;1.0;9.0;11.0;2.0;0.0;0.0;6.0;0.0;1.0;2.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;13.0;1.0;17.0;5.0;2.0;0.0;0.0;1.0;2.0;1.0;0.0;3.0;0.0;0.0;13.0;8.0;10.0;5.0;0.0;18.0;1.0;3.0;0.0;4.0;2020-04-22
3.0;1.0;1.0;0.0;3.0;0.0;0.0;7.0;4.0;3.0;1.0;4.0;28.0;1.0;0.0;1.0;0.0;2.0;9.0;1.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;21.0;0.0;3.0;2.0;1.0;0.0;3.0;2.0;5.0;0.0;1.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;2.0;0.0;2.0;3.0;0.0;2.0;12.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;3.0;13.0;5.0;0.0;1.0;1.0;0.0;10.0;2.0;1.0;1.0;0.0;5.0;0.0;0.0;1.0;5.0;8.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;19.0;12.0;1.0;15.0;3.0;2.0;0.0;2.0;1.0;1.0;2.0;2.0;4.0;2.0;3.0;11.0;3.0;11.0;2.0;0.0;14.0;1.0;2.0;0.0;5.0;2020-04-29
3.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0;1.0;2.0;0.0;3.0;16.0;0.0;1.0;0.0;1.0;5.0;9.0;2.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;4.0;1.0;1.0;2.0;1.0;20.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;6.0;8.0;1.0;0.0;1.0;2.0;0.0;3.0;5.0;1.0;1.0;1.0;1.0;3.0;2.0;10.0;0.0;0.0;3.0;2.0;4.0;2.0;3.0;5.0;1.0;2.0;4.0;6.0;5.0;0.0;0.0;0.0;1.0;9.0;3.0;1.0;0.0;0.0;2.0;4.0;0.0;6.0;3.0;5.0;2.0;1.0;0.0;1.0;1.0;4.0;0.0;21.0;6.0;3.0;6.0;2.0;1.0;0.0;1.0;3.0;2.0;3.0;3.0;4.0;1.0;1.0;10.0;5.0;4.0;3.0;0.0;8.0;0.0;4.0;0.0;2.0;2020-05-06
1.0;1.0;0.0;1.0;1.0;2.0;1.0;2.0;2.0;0.0;0.0;11.0;18.0;1.0;0.0;0.0;0.0;1.0;9.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;3.0;0.0;5.0;1.0;0.0;13.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;8.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;3.0;0.0;1.0;11.0;1.0;2.0;3.0;1.0;1.0;0.0;0.0;2.0;0.0;4.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;6.0;4.0;4.0;0.0;1.0;1.0;2.0;1.0;6.0;1.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;4.0;1.0;4.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;2.0;0.0;1.0;8.0;2.0;2.0;1.0;0.0;4.0;0.0;0.0;1.0;7.0;2020-05-13
3.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;2.0;0.0;0.0;7.0;21.0;0.0;1.0;0.0;1.0;0.0;15.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;2.0;2.0;0.0;5.0;2.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;5.0;2.0;0.0;2.0;2.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;2.0;0.0;2.0;4.0;0.0;3.0;4.0;2.0;2.0;0.0;1.0;3.0;1.0;7.0;6.0;2.0;1.0;1.0;4.0;0.0;0.0;2.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;4.0;1.0;4.0;1.0;0.0;0.0;2.0;1.0;0.0;2.0;3.0;0.0;1.0;0.0;10.0;6.0;2.0;1.0;0.0;6.0;0.0;2.0;0.0;9.0;2020-05-20
1.0;0.0;1.0;2.0;6.0;2.0;1.0;2.0;0.0;0.0;0.0;10.0;12.0;0.0;0.0;0.0;3.0;2.0;24.0;0.0;0.0;1.0;1.0;1.0;3.0;3.0;0.0;1.0;0.0;4.0;2.0;0.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;3.0;0.0;3.0;2.0;7.0;4.0;4.0;2.0;3.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;3.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;3.0;0.0;4.0;1.0;1.0;3.0;1.0;7.0;0.0;0.0;1.0;8.0;2020-05-27
1.0;0.0;0.0;1.0;3.0;0.0;0.0;3.0;2.0;0.0;2.0;12.0;18.0;1.0;0.0;0.0;1.0;3.0;34.0;1.0;0.0;9.0;0.0;1.0;1.0;4.0;0.0;2.0;0.0;0.0;4.0;0.0;8.0;0.0;2.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;5.0;0.0;0.0;0.0;1.0;0.0;1.0;9.0;0.0;2.0;0.0;3.0;0.0;0.0;1.0;3.0;1.0;1.0;2.0;1.0;3.0;1.0;0.0;4.0;1.0;4.0;3.0;0.0;1.0;1.0;2.0;0.0;3.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;5.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;1.0;6.0;2.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;10.0;1.0;0.0;1.0;6.0;2020-06-03
1.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;2.0;0.0;1.0;10.0;11.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;5.0;2.0;3.0;4.0;1.0;2.0;3.0;1.0;1.0;0.0;0.0;13.0;0.0;6.0;0.0;0.0;0.0;4.0;0.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;3.0;6.0;0.0;1.0;1.0;6.0;1.0;0.0;1.0;0.0;1.0;1.0;4.0;6.0;3.0;1.0;1.0;3.0;4.0;6.0;3.0;1.0;1.0;1.0;2.0;2.0;0.0;3.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;4.0;5.0;3.0;0.0;2.0;7.0;0.0;0.0;1.0;3.0;2020-06-10
3.0;1.0;0.0;0.0;9.0;0.0;0.0;3.0;0.0;4.0;0.0;6.0;27.0;1.0;0.0;0.0;2.0;2.0;32.0;1.0;0.0;3.0;4.0;1.0;3.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;6.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;5.0;3.0;0.0;1.0;2.0;0.0;2.0;1.0;3.0;0.0;1.0;1.0;4.0;0.0;3.0;0.0;2.0;1.0;3.0;4.0;0.0;0.0;0.0;0.0;2.0;5.0;1.0;3.0;2.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;13.0;3.0;0.0;2.0;3.0;0.0;0.0;1.0;4.0;1.0;2.0;1.0;0.0;0.0;0.0;8.0;14.0;3.0;0.0;3.0;21.0;0.0;1.0;1.0;2.0;2020-06-17
3.0;0.0;0.0;0.0;4.0;1.0;2.0;3.0;0.0;2.0;0.0;20.0;18.0;1.0;2.0;0.0;0.0;2.0;19.0;1.0;0.0;3.0;2.0;1.0;3.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;7.0;0.0;2.0;3.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;0.0;1.0;5.0;0.0;0.0;0.0;3.0;2.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;6.0;0.0;2.0;0.0;0.0;4.0;1.0;6.0;1.0;0.0;1.0;2.0;0.0;3.0;2.0;2.0;0.0;4.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;4.0;4.0;2.0;2.0;0.0;1.0;1.0;1.0;2.0;3.0;1.0;2.0;1.0;3.0;0.0;3.0;10.0;4.0;2.0;1.0;15.0;0.0;1.0;3.0;9.0;2020-06-24
4.0;1.0;1.0;0.0;9.0;0.0;1.0;0.0;6.0;2.0;0.0;18.0;15.0;0.0;1.0;1.0;1.0;1.0;15.0;2.0;0.0;3.0;4.0;1.0;3.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;6.0;0.0;1.0;1.0;1.0;2.0;3.0;4.0;0.0;0.0;4.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;5.0;1.0;9.0;2.0;0.0;3.0;1.0;0.0;4.0;6.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;7.0;0.0;2.0;1.0;3.0;1.0;3.0;6.0;5.0;0.0;2.0;0.0;1.0;0.0;4.0;12.0;3.0;3.0;1.0;15.0;2.0;2.0;0.0;6.0;2020-07-01
3.0;0.0;0.0;1.0;17.0;1.0;0.0;1.0;1.0;0.0;0.0;10.0;13.0;0.0;2.0;0.0;0.0;3.0;16.0;0.0;0.0;5.0;1.0;3.0;5.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;9.0;1.0;2.0;1.0;0.0;1.0;2.0;1.0;4.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;2.0;1.0;7.0;0.0;0.0;2.0;1.0;4.0;0.0;2.0;1.0;2.0;5.0;5.0;0.0;3.0;0.0;0.0;5.0;2.0;7.0;2.0;0.0;1.0;2.0;1.0;2.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;2.0;2.0;0.0;1.0;5.0;6.0;2.0;7.0;0.0;10.0;0.0;0.0;0.0;1.0;2020-07-08
2.0;1.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;12.0;13.0;1.0;0.0;1.0;1.0;3.0;6.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;0.0;1.0;15.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;3.0;4.0;1.0;1.0;0.0;4.0;0.0;1.0;4.0;2.0;0.0;0.0;2.0;1.0;0.0;12.0;0.0;0.0;0.0;4.0;1.0;0.0;2.0;1.0;2.0;1.0;3.0;0.0;2.0;0.0;2.0;6.0;1.0;5.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;4.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;2.0;3.0;2.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;3.0;4.0;0.0;0.0;0.0;5.0;0.0;1.0;1.0;3.0;2020-07-15
